Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
O95025;Q2M3V2	O95025;Q2M3V2	O95025;Q2M3V2	O95025;Q2M3V2		33157.4	33218.9	36097.3	29761.2	37313.0	33389.8	36408.5	32674.6	35465.1	29033.9	28748.9	27926.5	30928.6	30031.8	31332.3	32974.2	32008.6	33768.5	27052.1	24858.6	25652.9	32497.8	32046.7	35027.3	26645.4	31488.1	32690.2	36410.1	33277.1	32822.8	37688.5	39830.2	31772.6	33704.0	33405.9	30973.5	35176.0	32578.3	31703.6	40331.6	35888.6	36975.5
Q9GZQ4	Q9GZQ4	Q9GZQ4	Q9GZQ4		11165.0	9986.78	11330.6	10739.0	10206.5	10502.9	9175.66	9942.91	10032.3	10058.3	10003.4	9972.93	7800.35	8279.22	8269.02	10994.6	10689.2	9964.72	10604.9	9940.28	10071.4	7922.52	8770.83	9456.51	11723.9	10748.3	10810.1	9983.78	9958.29	10247.1	9699.55	9243.06	9508.63	11440.3	10326.7	10405.8	11875.4	10811.7	10279.3	10617.4	10622.7	11396.7
Q99661	Q99661	Q99661	Q99661		2204.74	2145.72	2541.54		3807.86	3023.86	2027.62	3136.01	2397.86	2374.38	2016.21	2745.58	2119.91	2318.38	2324.8	2522.51	2795.34	2984.43	2126.86	2616.88	2966.49	1887.33	3406.38	3375.6	2450.35	3244.62	2656.39	2106.59	1510.39	2325.33	2990.15	3251.05	3130.32	3215.21	3759.18	2173.8	2300.78	3090.77	2946.59	2656.11	2605.14	2648.5
P54851	P54851	P54851	P54851		30182.4	30687.1	30782.9	29334.0	28881.8	29013.7	30393.4	30021.4	29578.5	31078.1	30419.0	29268.1	31890.1	31303.2	30756.2	30430.5	30058.3	30191.3	31234.0	30840.9	32070.4	31293.0	31441.1	31441.3	30594.1	31247.6	28710.3	31480.0	30340.9	29992.1	30772.8	30931.3	31764.2	28832.4	31231.1	30654.1	31743.1	30902.3	32968.0	28449.2	26107.4	27192.2
Q6NUT2	Q6NUT2	Q6NUT2	Q6NUT2		2235.44	2543.03	2567.74	2159.2	2404.17	2110.01	1424.75	1597.51	1757.17	2136.76	1990.17	2141.74	1768.96	1932.86	1169.42	2355.56	3392.85	2430.7	2914.47	2178.86	2548.46	1917.03	1796.04	1745.3	1420.31	2459.56	2260.04	3334.01	2799.13	2796.63	1168.01	965.584	1689.16	3119.14	3604.11	2873.87	2802.68	1960.95	2278.45	2444.81	2588.51	2266.6
Q92879	Q92879	Q92879	Q92879															1098.38						1674.73		2985.48			1637.63	1694.48				643.939											1730.09	
Q6IPX1	Q6IPX1	Q6IPX1	Q6IPX1		8304.95	7752.08	8748.18	8180.66	8205.53	7997.12	8579.53	8477.12	8221.63	8723.99	8782.47	9136.56	6962.9	7622.49	6980.05	8012.48	8460.0	8289.43	7538.72	8046.47	8255.24	8280.89	8663.34	8057.89	7996.54	8741.8	9097.69	7890.52	8175.48	8020.97	8031.22	7934.76	8427.15	8513.41	8105.88	8554.96	8967.28	8267.3	9407.2	8156.63	8044.98	8415.27
A6NK89	A6NK89	A6NK89	A6NK89		111310.0	106813.0	112552.0	113878.0	107684.0	113804.0	115406.0	105371.0	106739.0	115129.0	108430.0	110193.0	112711.0	113980.0	104133.0	109588.0	107765.0	106577.0	116419.0	110155.0	111305.0	116633.0	116131.0	118782.0	124076.0	123307.0	114165.0	110156.0	105046.0	110059.0	110087.0	105055.0	105357.0	110271.0	108715.0	108931.0	124903.0	115010.0	123542.0	115997.0	106388.0	114088.0
Q96NK8	Q96NK8	Q96NK8	Q96NK8		5504.63	5058.26	4576.85	4996.37	5328.73	5100.8	4993.03	4382.43	5139.4	3932.95	3910.56	5087.88	4404.87	4902.17	4072.16	5035.68	4589.2	5468.0	4038.16	5621.21	3533.88	6242.58	6182.13	4758.77	5775.71	5440.93	4833.67	5215.04	5517.55	4536.96	5900.79	5246.25	5619.06	5720.48	3899.59	3999.76	5066.74	5088.96	5173.4	5967.43	4197.97	4869.35
P12236	P12236	P12236	P12236		1535.53		1700.52	1517.75	2001.41	2201.31	2427.24	3296.67		2045.67	3227.91	2802.06	4049.95	2108.6	3104.51	2145.25		2519.98	1909.21	2330.26	1475.65	2513.29	2876.9		2374.69	3319.93	2501.54	2906.78	2285.24	2279.49	3890.41		2306.39	1740.43	2320.64	3469.35	1731.92		2822.69	1490.84	2763.28	3948.43
Q96CG8	Q96CG8	Q96CG8	Q96CG8		3671.06	3346.04	3880.3	4436.14	5240.85	4518.66	3002.76	3285.05	3454.19	3470.78	4758.99	4195.0	4022.49	4235.43	4438.04	3582.26	4467.16	3583.68	4225.56	4253.27	4667.95	4361.46	4004.7	3941.82	4046.23	5333.18	4931.02	4247.26	4955.53	4533.4	4098.47	3178.44	3410.05	4694.66	4481.71	4411.79	4615.81	5182.63	4190.09	4792.04	4531.72	4531.35
P09936	P09936	P09936	P09936		127772.0	124461.0	123531.0	119119.0	112439.0	122269.0	111402.0	124593.0	116199.0	112265.0	103795.0	110689.0	127617.0	135855.0	109385.0	120175.0	117329.0	112910.0	111194.0	107325.0	107211.0	103837.0	126756.0	118625.0	101178.0	105257.0	99702.9	122524.0	119277.0	107006.0	128313.0	115590.0	109530.0	116987.0	112535.0	112800.0	111308.0	102797.0	102369.0	124032.0	114609.0	119607.0
P48553	P48553	P48553	P48553		6245.89	5387.55	7333.09	5554.9	4409.12	7116.41	6460.57	6648.31	5523.19	5700.04	5976.76	6346.75	5680.6	5012.41	5182.25	7179.81	5275.35	4653.14	5853.65	6159.74	5543.26	5827.33	6005.96	5051.26	4737.73	5110.95	7024.75	5100.42	4970.84	5601.67	5933.61	6254.65	5663.65	5545.64	4884.8	4449.15	6204.09	6052.76	5997.83	5189.44	5498.98	6216.65
Q7L945	Q7L945	Q7L945	Q7L945		3141.61	3489.78	3842.82			3528.49	3563.33		10507.3		2430.42	2741.25	3784.65	4116.87		1943.24				1888.48	1498.25	2065.97		1592.38	1361.1	1437.52	2257.28		2844.03		2092.6	1883.79			1533.03			3003.72		2673.54	1821.6	2064.64
Q9BT22	Q9BT22	Q9BT22	Q9BT22		29905.4	29505.6	27548.2	27551.1	29136.3	28276.0	28979.4	30496.4	29359.9	29284.0	28286.4	27674.3	28526.3	30821.5	28254.5	28061.8	26936.6	27532.0	30073.1	30104.5	29981.8	29953.2	29988.2	29645.6	28232.6	30210.8	30170.0	26598.4	28481.7	28164.0	26711.6	29234.8	27755.2	27467.4	28683.8	25388.3	28167.1	28143.7	27196.4	27830.8	26043.1	27815.1
A6NDP7	A6NDP7	A6NDP7	A6NDP7		84349.4	83695.8	88914.6	78332.1	80806.8	78758.1	77897.9	80195.4	79667.5	79202.2	81603.2	79829.0	77931.0	78855.2	74608.0	80731.2	82029.8	83140.7	83570.2	80684.2	81289.3	81973.1	85774.3	84029.1	84314.0	86394.4	83250.5	84087.6	81476.4	83956.7	89237.5	90642.9	91005.3	82400.0	86500.0	90311.0	91699.1	88033.9	92507.4	75916.7	76800.5	79156.2
Q5TA79	Q5TA79	Q5TA79	Q5TA79		6678.08	7149.13	6797.28	7370.25	7027.38	7788.27	7484.14	7514.85	6938.59	7845.24	7212.75	7776.06	7850.52	8407.48	8623.43	7284.6	7750.73	7070.06	7720.17	7278.66	7659.88	7339.2	7319.15	6632.84	7883.36	8423.75	8016.2	7131.3	6150.31	7050.1	6867.83	7562.37	8009.56	7318.75	8289.43	8016.88	8076.02	7583.91	8131.0	8409.9	6932.34	7460.86
Q86YV9	Q86YV9	Q86YV9	Q86YV9		5199.21	3660.87	3765.45	2468.69	2223.59	2733.75	1846.17	1505.07	2246.58	1637.03	1924.45	1928.33	2865.88	3198.42	2673.03	3360.8	2361.77	1138.15	1391.73	2222.51	1003.89	1044.09	1213.91	1233.89	2079.01	1177.78	1713.7		1086.88	667.882	782.711		1523.15	1325.23		675.576	956.213	613.943	793.201	816.332		
Q5TYX0	Q5TYX0	Q5TYX0	Q5TYX0		8261.15	9657.06	9367.62	9402.86	6802.93	8575.8	7472.56	7677.71	7802.05	8660.57	7913.67	8359.31	7152.67	6173.17	7259.46	9379.83	8230.68	9552.4	8354.71	9448.63	7958.64	7771.67	8495.63	9513.26	9558.42	9457.19	9459.11	9829.83	9802.96	9355.26	7027.97	8714.74	8258.04	8210.69	9135.71	9268.32	9553.09	8707.39	9534.56	9509.27	10274.6	8541.27
P80098	P80098	P80098	P80098		18080.8	19317.9	19449.7	21127.3	20185.9	20698.3	20767.8	21625.4	20879.9	20350.7	21199.3	23127.0	22542.9	23720.7	21979.2	19026.2	21535.9	21508.8	18561.8	20531.4	21939.2	20636.6	20828.1	20695.7	15120.0	17373.0	18121.8	20672.4	21659.3	24262.2	21232.2	19959.5	20964.6	21540.3	21135.2	19992.3	18125.0	16255.8	16857.4	22694.0	23238.6	23137.0
Q9NPR9	Q9NPR9	Q9NPR9	Q9NPR9		64375.6	57369.3	59092.2	63109.7	63754.8	64764.1	67944.9	66853.1	65011.6	65760.0	60548.1	57877.3	64067.3	65623.8	63061.9	58302.6	60002.8	53983.0	57133.7	59090.0	56312.0	65349.0	62096.9	61375.1	58038.1	70106.2	62842.9	58712.4	60316.1	55805.8	58987.5	58716.2	56957.6	60186.2	53988.8	56235.3	65938.4	64377.4	65818.0	59207.1	59921.1	54066.6
Q6ZRR7	Q6ZRR7	Q6ZRR7	Q6ZRR7		9755.57	8136.8	9717.81	8537.64	9308.62	9133.61	8843.11	10379.0	9046.28	9682.22	10101.6	9013.21	8632.35	9134.75	9069.38	9688.09	10259.7	9204.8	11265.5	9811.72	9522.26	8981.33	9081.66	9621.45	9513.12	9405.43	9291.08	8781.89	9296.69	9578.73	9606.31	10387.9	10634.4	10041.6	9968.46	9955.61	8561.15	11062.0	8666.3	8638.56	8902.93	8341.01
Q969J2	Q969J2	Q969J2	Q969J2		9332.05	9599.92	9974.69	8555.01	9333.91	10159.7	9122.11	9160.22	7424.68	8778.38	7753.88	7534.77	9406.06	8854.36	8835.61	9436.31	9265.53	8993.25	9683.25	8221.88	8321.88	8230.35	7567.77	8264.26	10170.0	9181.54	8247.79	7808.52	8354.79	8927.09	8197.84	8961.23	9232.65	9327.56	8697.24	9528.88	9435.51	9735.53	10233.9	8389.13	8327.83	9033.24
A0A0J9YXA8	A0A0J9YXA8	A0A0J9YXA8	A0A0J9YXA8		2519.72	3126.44	1656.91		2122.21	3211.88	1755.73	2923.3	3840.98	1979.42	2767.11	2954.14	2802.66	2141.22	2872.28	2996.58	2437.22	2490.54	2125.74	2072.5	2734.1		2017.88	1751.28	2562.03	2326.16	2040.6	2329.7	2693.71	3245.32	3443.32	3889.31	2072.12	3164.98	2871.65	2587.71	3119.28	3713.45	2885.24	1681.57	2905.58	2617.73
O14981	O14981	O14981	O14981		24043.7	26202.9	28592.6	23222.9	27697.7	26609.0	28438.4	28397.7	26716.5	28841.0	28208.6	29544.6	28351.4	26718.6	29466.0	28647.0	25519.3	24975.1	25917.3	26122.8	23465.1	30779.4	29981.8	28318.0	28293.7	30403.6	28970.5	28727.2	30744.0	29408.6	27735.9	28894.4	31907.3	29545.7	26365.5	26683.8	26490.8	30005.1	24842.6	25128.3	26217.5	24741.8
O95486	O95486	O95486	O95486		28929.9	30694.6	30877.3	27650.4	29068.0	28123.0	26993.1	25621.5	28393.4	26903.8	27325.3	22711.3	24355.0	25350.2	25748.4	27940.1	30865.1	26083.3	25861.5	21138.4	27366.6	27280.5	26671.3	29152.7	28239.4	26110.5	25962.2	30898.3	26075.5	28541.6	26186.0	29272.5	27318.6	25365.3	24343.0	27840.7	27995.3	30346.4	27573.5	26046.1	25250.5	26718.2
P53420	P53420	P53420	P53420				8695.49	11225.9	6629.19					9042.93	6875.99								5764.5	7240.24				4772.34				11191.4		10920.7												
P29474	P29474	P29474	P29474		33974.4	30106.9	32341.4	31867.3	29930.0	32245.5	31749.8	31400.0	29375.7	31249.3	32222.3	31650.4	25616.1	29208.5	30037.4	33371.9	34585.3	32653.0	31735.5	34041.7	33612.8	33255.9	32457.4	32956.2	33666.2	32889.9	33434.8	32273.8	34174.3	32528.9	32020.3	34122.9	37280.8	32596.5	32613.9	33059.0	33752.3	34347.9	34843.2	32572.3	34394.6	32487.1
Q5VTE0	Q5VTE0	Q5VTE0	Q5VTE0		19627.8	17799.1	18321.4	17410.1	17890.8	19064.4	17118.5	17577.0	16001.7	18212.6	18117.2	17689.7	18665.6	18797.1	20172.1	17600.2	19425.5	17447.1	17261.0	16943.5	15206.1	16934.3	17009.4	16407.8	17490.3	15073.2	15806.5	18422.2	17313.2	16675.8	18465.6	17197.5	17850.6	17914.9	16850.2	15755.5	16181.9	17250.7	17356.4	17447.8	18381.5	16280.9
P43627	P43627	P43627	P43627		3059.94	2817.22	2681.08	2637.04	2579.66	2724.43	2279.48	2042.45	1717.81	2658.6	2843.89	2759.14	2831.39	2393.72	2839.86	2668.79	2443.12	2694.25	4764.02	2185.51	3069.04	2917.65	3549.53	2891.66	3960.76	2507.16	3018.87	2712.76	2371.45	2834.03	3174.03	2099.54	2716.48	3333.86	2468.92	3014.43	2860.63	3231.88	2927.25	2072.31	2479.7	2532.46
Q8N127	Q8N127	Q8N127	Q8N127		14536.9	11619.2	14953.7	12903.7	15152.3	15741.7	11834.3	13147.7	13746.1	13780.3	14278.5	13254.4	11844.4	12240.7	12595.3	14462.0	13623.2	14607.9	13665.1	13071.5	13332.0	13023.7	12761.7	15172.3	14718.0	13072.8	15463.1	14066.8	14918.6	15143.0	13473.3	15990.2	14603.3	14798.6	13763.3	14778.8	13261.7	14077.4	16281.7	14873.2	16669.6	17362.9
Q8N5C1	Q8N5C1	Q8N5C1	Q8N5C1		1212.37	1071.93	806.222		919.285	643.522	1344.23	919.039	1210.53	1078.78	833.905	943.819	1393.6	756.726	1198.32	903.859	1092.29	552.986	949.571	918.642	802.306	594.372	1069.42	939.623		977.767	875.62	943.391	1320.88	1065.39	883.565	1034.21	885.845	1171.16	917.944	957.292	1108.88	864.935	1163.77	1164.09	868.636	529.253
O60725	O60725	O60725	O60725		6110.62	6474.27	6868.45	5075.37	5775.03	4866.19	4681.57	5360.14	5475.63	5235.16	6460.4	7825.29	6026.83	4682.89	5810.28	6578.91	6927.31	9176.51	5297.1	6968.69	7191.03	7028.73	7180.86	6211.41	6462.27	8028.89	5847.54	7154.92	7120.01	7920.7	5309.89	5405.41	4983.51	6169.89	6569.97	6196.59	5983.83	6295.21	6298.55	6620.25	6227.81	5927.01
O15519	O15519	O15519	O15519		23002.6	20244.6	20762.3	23169.4	23302.4	20753.4	25135.6	24689.9	26766.9	22268.9	22121.9	22758.9	25813.7	24446.7	24851.0	20711.7	20435.3	19451.9	21028.7	20548.5	21103.7	22947.4	21040.8	21786.1	23148.8	22353.0	21608.1	20503.7	18872.3	19896.7	20534.3	20076.6	21113.2	20508.4	18174.9	20023.3	20807.1	21766.2	20149.6	19465.9	18673.9	21862.5
Q9UBC2	Q9UBC2	Q9UBC2	Q9UBC2		9256.33	10408.2	10072.1	10292.2	9937.11	9554.03	10664.8	8075.34	9887.53	9239.76	9267.21	9854.87	10775.2	10910.0	9796.95	8923.43	9384.94	10048.5	8924.37	8488.03	9304.23	9343.62	10135.8	7522.28	10428.4	10438.5	10241.2	11127.4	10961.5	9790.99	8743.34	8559.01	10629.4	8508.92	8788.61	10010.7	9943.3	9041.15	10400.1	9225.9	9414.49	10377.2
P17516	P17516	P17516	P17516		6982.02	8622.32	9528.59	8986.61	9697.45	7189.13	7750.21	10397.3	9267.32	8029.21	9431.56	8507.76	9811.11	6994.61	8719.03	10088.5	8124.52	9778.31	10160.1	8568.97	9955.27	8883.67	9253.51	10978.9	11755.0	10646.4	9602.8	10069.3	9933.99	11508.7	9132.13	10197.0	10406.5	7990.32	7813.67	9930.18	7225.71	10573.6	8512.17	10271.7	7479.47	10083.9
O14893	O14893	O14893	O14893		9681.19	10560.2	10934.3	10969.7	10653.4	11357.3	10151.6	10475.2	10748.9	11641.0	11257.8	10769.5	8672.04	7840.7	9319.41	10251.2	11110.8	10049.0	11189.1	9499.18	10781.1	10377.2	10365.6	10018.9	9679.35	9173.22	8671.32	10501.0	10101.5	10536.5	10329.6	10598.0	10801.6	9890.49	10963.5	10855.5	9401.76	10064.1	9254.47	10335.8	10832.3	10356.4
Q9UL25	Q9UL25	Q9UL25	Q9UL25		7303.65	7489.34	7578.24	7750.98	7823.25	7011.72	7464.22	7303.45	7749.87	6722.35	7063.31	6971.79	6617.9	6942.46	7046.63	7581.01	7768.54	8558.88	7746.64	8382.28	7498.09	7892.76	7901.47	7698.45	7566.45	7386.18	6601.59	8378.94	8131.06	7722.27	7928.09	6552.92	7829.02	7755.32	7525.36	7265.04	7968.4	7656.33	7278.32	7532.99	7347.01	8156.82
O60478	O60478	O60478	O60478		1213.66	902.748	857.415	756.617	1206.38	973.865	1011.45	1245.72	1430.93	1363.33	864.832	912.437	1237.44	1253.22	1659.2	1080.91	1498.86	586.779	1003.51	1089.29	1107.64	780.061	1133.7	1227.72	1133.32	1463.92	1264.77	1755.12	1134.07	1805.83	1033.77	2440.37	1874.67	1457.24	1557.23	1116.63	1099.79	769.374	855.99	1134.84	1308.24	1317.06
Q9P2G1	Q9P2G1	Q9P2G1	Q9P2G1		17315.2	17283.9	16744.4	15822.1	16669.8	16662.5	12945.9	12465.1	13729.2	16048.7	15522.4	16081.2	12564.3	12723.4	11466.6	16202.5	16470.9	16909.5	17050.2	15748.1	15387.0	11693.1	11757.5	12886.8	14538.3	13754.9	13983.5	15352.1	15377.1	15500.7	13750.2	13547.3	13759.1	16602.3	15295.6	16750.2	14706.5	15100.8	14812.3	15103.5	14360.8	16392.1
Q13308	Q13308	Q13308	Q13308		2505.55	2953.02	2528.62	3064.51	2894.96	2892.73	3026.16	2577.46	2442.97	2920.21	2940.78	3310.75	3380.92	2865.89	2592.31	3045.34	2369.81	2944.79	3228.14	2513.68	2182.79	2829.62	2861.52	2454.32	2322.27	2023.98	2311.71	2583.58	2982.93	3514.07	3095.57	3203.02	3156.68	2893.92	2663.66	2879.1	2417.86	2432.5	2322.87	2959.1	2761.04	4223.28
Q8TAC2	Q8TAC2	Q8TAC2	Q8TAC2		10981.3	14367.8	11416.1	9455.52	13479.5	12659.9	8599.33	12073.9	14019.0	9677.81	11052.9	8828.03	10307.6	12567.4	14756.8	9402.52	9633.31	13454.2	11523.8	11614.9	8886.89	13524.7	8300.96	9287.61	13302.8	9771.24	15702.6	16792.6	13415.8	11567.8	12936.8	10934.0	10787.8	9829.23	8694.74	13378.4	11583.3	9288.07	10110.9	14000.0	10364.3	11044.4
P31273	P31273	P31273	P31273		6028.57	4782.79	4448.86	5014.31	5019.4	4968.96	4704.7	5059.68	4430.72	4884.44	4761.31	5404.65	4567.38	4005.89	5459.1	5366.01	5486.11	4970.93	5346.15	5200.78	5174.05	5477.93	5889.24	4319.29	4887.51	5017.52	5669.56	6200.24	6320.95	5349.75	4744.9	4360.35	5043.73	4221.21	4737.16	5379.59	5450.98	5179.19	4876.98	5112.94	4650.7	5253.43
O60894	O60894	O60894	O60894		31387.7	32453.6	29955.9	32249.3	32020.1	32542.1	33007.7	33776.9	31744.8	33100.8	32631.1	33329.7	33485.2	31120.6	30824.9	30389.0	30855.8	31411.7	29984.5	30724.4	30568.1	36251.7	33756.3	35117.3	33300.9	35037.6	33920.3	33116.8	34859.5	34283.0	34616.4	34052.3	34057.1	33406.3	33124.6	32318.0	32641.3	33484.3	30574.7	32846.5	34008.2	33005.0
Q8IW70	Q8IW70	Q8IW70	Q8IW70		4083.35	4794.05	4515.65	4918.16	4530.51	4684.21	2727.47	2910.08	3551.89	4631.97	4770.26	4365.48	5138.6	4532.81	4575.89	4989.57	4253.85	3956.58	4483.89	3971.45	3763.72	4005.63	4224.01	4170.64	2895.43	3900.34	4195.31	4284.69	4460.82	4484.61	2800.46	3397.42	3499.9	4841.34	4680.44	4777.64	3303.32	4236.7	3712.06	5210.81	4008.1	4321.54
Q8NG92	Q8NG92	Q8NG92	Q8NG92		8010.06	12642.3	15024.2	12241.4	13209.0	16996.6	11165.2	15451.4	16018.6	13217.4	12334.1	11215.4	15496.6	14507.0	12754.3	13454.7	10687.7	12831.6	12759.7	12514.8	11233.4	11822.4	12245.8	16534.5	13497.8	12298.1	13078.7	13751.1	13380.4	11907.9	16122.9	13883.9	12501.6	11966.8	13366.4	15052.6	13908.6	16152.6	17852.2	15723.8	16155.0	15783.8
Q8WVV9	Q8WVV9	Q8WVV9	Q8WVV9		3459.93	3481.91	3540.98	3011.2	3562.34	4457.85	3861.98	3594.71	3924.26	3588.24	3832.29	3432.59	4744.9	3800.79	4261.98	3394.38	4331.28	4034.67	4147.65	3527.54	4804.6	4068.67	3712.46	3923.14	3172.97	3804.4	4188.69	4390.92	4368.59	4348.76	4230.88	3168.64	3799.78	4012.34	3943.69	4379.85	4199.98	4354.52	4519.63	4244.87	4365.98	4221.8
P07339	P07339	P07339	P07339		6343.25	8496.07	8393.41	9629.38	8770.81	7738.98	9900.94	8791.11	6839.63	10223.6	8859.41	10087.7	9651.95	9742.29	7511.68	8576.13	9023.88	6562.65	7419.43	10238.4	9119.86	8864.47	9774.96	8165.55	8081.8	8168.81	9968.3	5256.04	9813.98	9410.93	7739.41	7401.37	7567.92	6676.94	6453.49	7802.96	7879.97	8561.35	10882.8	4615.19	9589.06	11478.8
Q9GZT5	Q9GZT5	Q9GZT5	Q9GZT5		18806.8	17825.5	15821.0	19079.7	16452.4	16866.8	17067.5	18330.8	15645.2	18147.2	17481.9	18542.0	17935.0	20116.9	19498.8	19581.5	18039.3	17567.6	16376.4	16359.9	16102.0	18007.0	17165.8	15989.3	17958.5	16411.7	17467.9	15631.7	18431.5	17325.1	15049.8	16416.1	18272.9	17193.4	16224.2	17302.6	19735.7	18679.6	19751.5	16621.1	17753.1	16295.8
Q9GZT5;Q9NQA5	Q9GZT5;Q9NQA5	Q9GZT5;Q9NQA5	Q9GZT5;Q9NQA5		13099.6	14507.6	13347.4	14493.0	14516.8	15393.9	12947.8	14303.6	15842.1	14466.2	14633.8	12897.7	15456.3	15804.4	19209.9	16377.0	15996.5	14695.3	13022.2	13922.8	12679.8	15761.3	17054.0	15375.9	14524.7	15379.7	18048.1	15841.7	17117.2	14961.6	15149.7	8488.4	14253.9	16007.3	15166.2	15801.8	15897.2	16986.1	15314.8	18728.7	14378.6	17427.6
Q9NUD5	Q9NUD5	Q9NUD5	Q9NUD5		1485.47	732.788	1431.86					983.069					1584.35		701.749													1343.0	1424.73	1052.15	306.519											
Q14112	Q14112	Q14112	Q14112		7682.17	7850.66	8485.04	8578.87	7930.7	8018.57	9253.01	7512.1	7241.21	8703.16	7198.58	8712.33	8200.0	8287.23	7915.73	8402.65	7222.11	7418.29	7928.23	8347.67	7064.19	9242.65	9146.03	7800.18	8764.15	8010.6	7309.28	8403.21	9145.35	8053.61	8366.2	7825.18	7673.63	7813.23	6914.66	8501.39	8388.46	8261.25	8465.3	7976.09	7838.86	7751.59
Q5T1H1	Q5T1H1	Q5T1H1	Q5T1H1		2867.95	3027.03	2790.47	2748.7	2562.08	3561.69	2692.62	3272.92	2835.82	2871.54	2483.51	1545.38	2077.16	2679.08	2669.08	3340.03	2817.8	2789.45	1842.33	2585.47	1605.73	3503.85	3014.19	3144.63		1373.42		2718.87	3485.15	2921.7	2552.2	2992.98	2838.13	3130.22	3264.82	3387.87	1211.71	990.677		4017.15	3294.22	3117.01
Q9H981	Q9H981	Q9H981	Q9H981		6578.65	6396.62	5721.87	7339.83	7194.42	6079.47	6276.91	6054.84	6963.14	6741.1	6980.62	7135.92	5068.12	5783.3	5353.75	7838.24	7427.3	7064.62	7011.31	7760.23	7176.54	7217.51	6128.68	5867.33	8465.51	8127.94	7843.87	8141.95	7476.87	7678.12	7785.07	6622.63	6530.85	6851.64	8249.95	7778.08	7828.1	7872.09	7105.6	7363.28	7908.5	7828.53
P0C1S8	P0C1S8	P0C1S8	P0C1S8		2239.16	1901.9	2976.47	2653.34	3221.93	3545.17	2141.0	2455.49	1878.09	2309.62	2288.23	3110.85	1483.03	2203.61	1554.96	3048.24	2795.21	2059.51	2722.11	2699.32	2705.07	2170.43	2412.26	1822.08	1859.78	2188.71	1631.38	2051.32	3112.54	2817.29	2270.35	2083.58	2585.54	2470.38	3041.33	2375.39	2825.85	2352.63	1462.95	2382.08	2660.11	2984.42
P08476	P08476	P08476	P08476		3753.86	3586.36	5065.63	3971.12	4696.27	3854.73	3657.58	3514.72	3257.52	4324.98	3980.34	4731.44	4064.97	4205.65	4097.68	4446.8	4125.05	4795.97	4473.95	3865.92	3700.09	3941.5	3236.23	4570.28	4745.41	5543.42	4623.13	5176.67	4904.61	5781.99	3874.42	4135.72	4182.87	5418.03	6712.27	3859.72	3509.18	4793.21	4543.7	4116.35	4473.47	4793.42
O94768	O94768	O94768	O94768		20912.5	19866.8	20039.7	21477.9	22116.9	19913.5	16228.7	17215.7	15432.0	18420.9	16929.3	20543.0	11272.7	9837.18	9727.68	19848.8	17531.1	21469.5	18344.5	16355.7	16555.7	10195.7	10232.5	11758.7	22053.2	19926.3	19645.7	17473.9	17123.1	15362.9	12542.6	15266.6	14222.0	19114.6	16699.1	18950.3	23617.0	18842.8	18831.3	20340.5	20913.2	19133.6
Q53GD3	Q53GD3	Q53GD3	Q53GD3		4611.27	3189.76	4316.31	4341.4	5953.82	5656.16	2645.13	3660.61	3653.12	4511.78	3884.19	4793.16	3654.55	3092.9	4037.9	4160.86	4175.32	4808.59	4828.61	4753.73	5603.14	3492.81	4386.94	4594.71	4592.98	2802.03	5045.35	4266.09	4868.22	4810.69	3605.81	4769.9	4321.06	4377.87	4951.48	3457.36	4047.82	4617.67	4763.67	3812.33	4044.25	3499.95
A0A1B0GUQ0;Q96BV0	A0A1B0GUQ0;Q96BV0	A0A1B0GUQ0;Q96BV0	A0A1B0GUQ0;Q96BV0		20604.0	18202.9	20521.9	22032.0	24034.5	17029.9	19732.8	17012.2	19176.5	25315.6	23812.4	20366.0	33613.8	44182.9	24626.8	25669.4	18434.3	17528.7	24330.0	17180.8	21673.5	21087.6	19619.4	28951.4	11808.3	10669.1		19953.0	19597.9	20782.1	23209.1	20059.0	23559.3	19835.8	16710.6	20571.5	10914.2	10606.0	13438.5	18480.9	21525.6	25363.6
A0A0B4J2D9	A0A0B4J2D9	A0A0B4J2D9	A0A0B4J2D9		2780.86	2239.63	1225.44	1481.53	1223.58	1012.6	1822.53	1477.25	3560.04	2928.84	2528.04	2752.48	3573.96	2095.13	3199.45	2551.73		3006.9	2096.99	1838.09	1937.73	2682.5	2251.0	3007.15	3273.19	3120.47	3953.21	3459.68	2006.1	2845.27	3273.47	2517.48	3632.63	3364.89	1461.78	4320.6	1945.28	2365.8	2668.79	3160.59	2397.31	2823.86
Q5EBM4	Q5EBM4	Q5EBM4	Q5EBM4		11603.9	8627.79	8732.86	7661.92	7557.17	6853.36	7927.67	7810.8	7809.53	7562.21	7434.33	6783.52	8434.42	9335.45	7725.88	7286.51	6860.09	7120.73	7641.15	7091.69	6780.81	7334.82	6534.02	6797.49	6271.18	6887.06	7818.63	6194.1	6992.66	6327.02	7033.42	7366.09	8953.44	7685.79	9055.96	8247.75	7433.89	7515.19	7401.24	5918.41	7817.62	7277.7
